Date,Q0.025,Q0.5,Q0.975
2022-10-11,0.9376933256450937,1.0095829604339506,1.0848946565679771
2022-10-12,0.937545342922656,1.0092095407318848,1.0844232158972442
2022-10-13,0.9370272435324081,1.0084609661339634,1.0835388951557625
2022-10-14,0.9366112851575596,1.0081831861735968,1.0833878928720089
2022-10-15,0.9352641767373023,1.006582827650844,1.0814383638947107
2022-10-16,0.9338092115961901,1.0050495890667306,1.0802483623633568
2022-10-17,0.9324773695378612,1.0038428730767617,1.0785769465966166
2022-10-18,0.930632789544286,0.9998523706004709,1.0730018427489674
2022-10-19,0.9294617252569539,0.9992718022976139,1.072731206613065
2022-10-20,0.9282967438996929,0.9978816674819522,1.07119218969818
2022-10-21,0.9255797468128768,0.9951019067199607,1.0678356332752845
2022-10-22,0.9234066344888753,0.9927889022441818,1.0654762417822903
2022-10-23,0.9209332729914923,0.9903899939935659,1.0632734385849756
2022-10-24,0.9192396643381829,0.9883626755935293,1.0609297412624246
2022-10-25,0.9136007286661829,0.9824747954654407,1.054815942958184
2022-10-26,0.9154179920337153,0.984772244175569,1.057487895527522
2022-10-27,0.918340623090595,0.9880090484060323,1.060854358664505
2022-10-28,0.9223978265372865,0.9921469351901734,1.0653274954700616
2022-10-29,0.9259565938987677,0.9959307693222711,1.0696598797246222
2022-10-30,0.9308139861738607,1.0015221440243187,1.0754073832067936
2022-10-31,0.9356693178094735,1.0063712905870121,1.0807699166707885
2022-11-01,0.9384707595434214,1.0091974225535028,1.0834295904417712
2022-11-02,0.9413276750483368,1.0114424997240739,1.0850379847422098
2022-11-03,0.9423761505594935,1.0127774081682688,1.0866488362505635
2022-11-04,0.9439389299283145,1.014591773637551,1.0883873514875502
2022-11-05,0.9464418212601566,1.0166337558663634,1.0901694408638205
2022-11-06,0.9498216008158443,1.020429926619495,1.0945100654549256
2022-11-07,0.9563403368021106,1.0265277465830467,1.1001845887990074
2022-11-08,0.9668853625994773,1.0360260262658803,1.1084330016360864
2022-11-09,0.9698601209100182,1.0388225160835791,1.1110374078693732
2022-11-10,0.9749629248298495,1.04357603541355,1.115588015886365
2022-11-11,0.9823818254103129,1.0512449066431375,1.1234872978202732
2022-11-12,0.9911183047416603,1.0599529633480982,1.1322409457371414
2022-11-13,1.0001970255982529,1.0684118360077792,1.140781515972286
2022-11-14,1.0094816031414882,1.078212805960593,1.1500485583705617
2022-11-15,1.0298334094798591,1.0978187327771523,1.1683555915092083
2022-11-16,1.0307968737039896,1.097782345984946,1.1678057236405728
2022-11-17,1.0368498019381904,1.1033768971101288,1.1729082981431902
2022-11-18,1.0493881431289362,1.1159679045365754,1.1847648828820412
2022-11-19,1.0701044930643617,1.136163176439657,1.2049754418445564
2022-11-20,1.0946144687600485,1.1602478006391652,1.2287220449125345
2022-11-21,1.1206575954209521,1.1862008901720045,1.2538938119301724
2022-11-22,1.1702379580233693,1.2342843236044252,1.3006860537789307
2022-11-23,1.1566781385924862,1.2184399792100085,1.2823888046735186
2022-11-24,1.1446876448002439,1.2046703906946479,1.266392195894586
2022-11-25,1.1384192644259241,1.1968785160394577,1.2571683134667093
2022-11-26,1.1369860579238407,1.1939024070838893,1.2525282785682017
2022-11-27,1.1355344786606274,1.1911076397242315,1.2485226926122055
2022-11-28,1.1306833034077253,1.1851767209281332,1.2411633171363974
2022-11-29,1.1561639839730398,1.2109468165613402,1.267680908472275
2022-11-30,1.1326863666951477,1.1857542290661254,1.2403409770648395
2022-12-01,1.1038878823459164,1.1548293083658563,1.2074086928607848
2022-12-02,1.0688853027304308,1.118293999058718,1.1690125222846657
2022-12-03,1.0303923276230622,1.0777619264082996,1.1267370287916072
2022-12-04,0.9951291782952474,1.0408338011207485,1.0881372676066308
2022-12-05,0.9649489986430964,1.0097734878619986,1.0559047442082825
2022-12-06,0.9630261673486147,1.0109149397771304,1.0602664582995267
2022-12-07,0.9609649757256868,1.008583468923101,1.0577888540378422
2022-12-08,0.9586233638531556,1.0063742912357512,1.0553788576454581
2022-12-09,0.9567744167389931,1.0044191531862259,1.0536086902983852
2022-12-10,0.9536059524812797,1.0009508499401423,1.0500984988001993
2022-12-11,0.9483413240408869,0.995543877045118,1.044297357534146
2022-12-12,0.9408163643295264,0.9878838930547634,1.0363493318187316
2022-12-13,0.936904215569371,0.9853537885611943,1.0352629701791674
2022-12-14,0.9321261123964131,0.9805284932360936,1.0305781782742975
2022-12-15,0.9262930426969973,0.9745283008396308,1.0246031095938781
2022-12-16,0.9168480918658601,0.9650631475022431,1.0149081643344056
2022-12-17,0.906752061366864,0.954481640490239,1.0042357756303257
2022-12-18,0.8970261842941758,0.9452079277804921,0.9950160137018571
2022-12-19,0.8895826125034851,0.9377899527977107,0.9879031492304088
2022-12-20,0.8682949801656046,0.9172127718565684,0.9678819987695206
2022-12-21,0.8661203964725153,0.9155021366564136,0.9666801070171347
2022-12-22,0.8615275426432982,0.9112943058786086,0.9628900039241578
2022-12-23,0.8548411577537584,0.9049786101165337,0.9569812023211544
2022-12-24,0.850880332494612,0.9013661538814701,0.9538136634093454
2022-12-25,0.8533087572763154,0.9043274685915401,0.9574578353483603
2022-12-26,0.8642305638543428,0.9164632867086642,0.9708245183706753
2022-12-27,0.9033196086551056,0.9573749930076791,1.013836517760598
2022-12-28,0.9049076351905274,0.9591861759650031,1.015534293143423
2022-12-29,0.9057214596138624,0.9606650069184488,1.0176663866712867
2022-12-30,0.9088078091993794,0.9639283672536847,1.021522779921717
2022-12-31,0.9114969181471921,0.9672043504752172,1.0251114888538515
2023-01-01,0.9172907477808929,0.9736017840228345,1.031939255478184
2023-01-02,0.9243604859437118,0.9811201185414098,1.0401797955614143
2023-01-03,0.9445180318013116,1.0033030672101735,1.064478162679355
2023-01-04,0.9475016737798001,1.0062510150765684,1.0674533303528682
2023-01-05,0.9530273167100473,1.011943366613409,1.073503987856721
2023-01-06,0.9619194552910009,1.0215035502615306,1.0832631609876984
2023-01-07,0.9716724353043282,1.0315164703576984,1.0934521994284143
2023-01-08,0.9781238346069023,1.0380809329547047,1.1001973734333719
2023-01-09,0.9783068677619402,1.0379698159779984,1.1000168174089333
2023-01-10,0.9512995767739205,1.0110794844404323,1.0727877214305899
2023-01-11,0.9474036700544984,1.0062835662574823,1.0675539636070248
2023-01-12,0.940710134425052,0.9994278488341067,1.060426707234745
2023-01-13,0.9294836903947676,0.9879818776436143,1.0487334437647302
2023-01-14,0.913412396861259,0.9713349918564336,1.0317730650836663
2023-01-15,0.8949154652479183,0.9526419885363511,1.0126859947334936
2023-01-16,0.8773514510601025,0.9341701771064096,0.9936595670929281
2023-01-17,0.8378168139078619,0.8949667993582697,0.9548786002102805
2023-01-18,0.8415721724483244,0.8999080812107625,0.9605956627282862
2023-01-19,0.8465941843168618,0.9056825580054723,0.9671927266711635
2023-01-20,0.8522172628869136,0.9127431654037339,0.9757054773442062
2023-01-21,0.8606639014295869,0.9219957480638554,0.986013096375171
2023-01-22,0.8751471244481086,0.9376901052742588,1.0034119148346983
2023-01-23,0.8966060478101863,0.9601879246773866,1.0264880470512123
2023-01-24,0.9347880179775911,0.9977841799247962,1.0633921785521419
2023-01-25,0.9489166313728224,1.0127750147999786,1.080048935863868
2023-01-26,0.9766217461435012,1.041418503842408,1.108826443162517
2023-01-27,1.0152578591447114,1.0815376363883846,1.1501761904532561
2023-01-28,1.064904754038901,1.1314780885647453,1.20091076179137
2023-01-29,1.1100049554108669,1.1780088116798904,1.2487452564373167
2023-01-30,1.141415814653583,1.2094106697123794,1.280089140334957
2023-01-31,1.128514034526535,1.1924287962565203,1.2587613618224567
2023-02-01,1.099029611832821,1.160660373644661,1.2246499353445244
2023-02-02,1.0643948841986632,1.1239057118295772,1.1855184307539401
2023-02-03,1.0256317216055912,1.0828406996427102,1.1422654692341794
2023-02-04,0.980978600047282,1.0360118142138939,1.0935360195259411
2023-02-05,0.9346178302985831,0.9876106633016952,1.0425697965088387
2023-02-06,0.890463071669291,0.9420148970012923,0.9956891874254499
2023-02-07,0.862983709523286,0.9174158685784672,0.9740901934115116
2023-02-08,0.8611954199474106,0.9161587978394878,0.9733821358757881
2023-02-09,0.8555396655664727,0.9107074270622857,0.9680990536075442
2023-02-10,0.8463801690944737,0.9019697829234312,0.9598869838335633
2023-02-11,0.8368215300575048,0.8928038539247619,0.9513042983132787
2023-02-12,0.8298408181161594,0.8864595736426697,0.9456083089418033
2023-02-13,0.8304748539064928,0.8878145832840187,0.9475495103815694
2023-02-14,0.8575687088460465,0.9158058703311239,0.9766218443312829
2023-02-15,0.8673205468552454,0.9265887526828457,0.988392467219404
2023-02-16,0.8855707300413291,0.9460743410680086,1.0096939657835473
2023-02-17,0.9147474318732074,0.9769671642056725,1.0421026551366224
2023-02-18,0.9545308917621746,1.019118421183101,1.0858169264750366
2023-02-19,0.9985857791603006,1.0643175944870618,1.1331650876595485
2023-02-20,1.0409918118216148,1.1078972920128525,1.177602489458354
2023-02-21,1.0735897618084347,1.1383741530223266,1.2057894480584213
2023-02-22,1.0713689904263703,1.135029189462207,1.2009772653885848
2023-02-23,1.071473500584728,1.1339664151264537,1.1989075205332893
2023-02-24,1.0747883731371053,1.1367348448018164,1.2011746074867091
2023-02-25,1.081729531689704,1.1428028924660985,1.2059899313273843
2023-02-26,1.0850340325672583,1.1450871386946928,1.2075717767852754
2023-02-27,1.084187412083867,1.1436007096585938,1.20506809833376
2023-02-28,1.0871671528379276,1.1473511563613221,1.209716386222003
2023-03-01,1.0717897650397719,1.130708198433851,1.1917985598556249
2023-03-02,1.0514147700279373,1.1087099597162093,1.1680038909911588
2023-03-03,1.0269139482539353,1.0823532995660086,1.139804325388607
2023-03-04,0.9968214588766175,1.0510880103510778,1.1068564930284763
2023-03-05,0.9681263324910283,1.020732072819658,1.075195375956513
2023-03-06,0.9419520070268222,0.9937637542628759,1.0471494193038489
2023-03-07,0.9303990428040407,0.9842081974493553,1.0401782527863412
2023-03-08,0.9290024289640546,0.9831331657146599,1.0393469316911401
2023-03-09,0.9269551719138837,0.9811255368646563,1.0370682742555335
2023-03-10,0.9226473091927636,0.976391454719125,1.032183276587984
2023-03-11,0.9155006137731514,0.9694681962412137,1.0255227951167725
2023-03-12,0.9077517162548292,0.9615604810068219,1.0174407234157536
2023-03-13,0.8991470225926115,0.9527139645668643,1.0087006826380567
2023-03-14,0.8856544159088988,0.9384596787928964,0.9934624943504085
2023-03-15,0.8865959068259806,0.9399618444576175,0.9953285087568372
2023-03-16,0.8881867292227903,0.9420536005051735,0.9983656346750176
2023-03-17,0.8924551524341342,0.9470880064390415,1.0038850092500469
2023-03-18,0.900145644425778,0.9555724619143475,1.0129026541177657
2023-03-19,0.9090952741429976,0.965162937656447,1.0232968016828232
2023-03-20,0.9188416609427232,0.9750699940239216,1.0342864104648282
2023-03-21,0.9243979203447343,0.9795336505922292,1.0367919238625003
2023-03-22,0.9245437958710926,0.9798816634537477,1.0373135136194738
2023-03-23,0.9263642143229797,0.9819348997287272,1.0396848186777985
2023-03-24,0.9311685038728283,0.9872767206082345,1.0453978426656827
2023-03-25,0.9377247416685874,0.9936312837248686,1.051940796618434
2023-03-26,0.9450624121582518,1.0010874058144752,1.059418266261944
2023-03-27,0.9478837929904305,1.0045359841047545,1.063746161119563
2023-03-28,0.9487475558506334,1.0043518685884039,1.0621032597066864
2023-03-29,0.944302844049957,0.9997882540139983,1.0574874921441322
2023-03-30,0.9350969514121638,0.9902923214418577,1.0474990137723479
2023-03-31,0.9206721783946592,0.9751619456077365,1.032007124325042
2023-04-01,0.9025539559580059,0.9569722922714708,1.013371357533087
2023-04-02,0.8866132448992787,0.9406139490617551,0.9965638045589926
2023-04-03,0.87305700945013,0.9267159394617066,0.9823800370003042
2023-04-04,0.8503860173903901,0.9040019213569339,0.9598171162617601
2023-04-05,0.8528609090976245,0.9072050202183695,0.9635712858999237
2023-04-06,0.8559744048446245,0.9111373527918526,0.9686209127566454
2023-04-07,0.8610440868145934,0.9169563697760029,0.9754247228639076
2023-04-08,0.8692204480132539,0.9263056728466714,0.9854567032155513
2023-04-09,0.8781272170090284,0.9362209039130772,0.9964621667388668
2023-04-10,0.8897744965055798,0.9486723957325862,1.0100633253705045
2023-04-11,0.9039057988989024,0.9610187826644991,1.0204190339164252
2023-04-12,0.9050650115110475,0.9626065532481693,1.022507936713387
2023-04-13,0.9088065914225296,0.9665004914233774,1.0266372392746697
2023-04-14,0.9139557631793457,0.972152253974764,1.0328836097913703
2023-04-15,0.9180169081829743,0.976440261741315,1.0375030556192382
2023-04-16,0.9201658075779738,0.9787880435684342,1.0402340885119976
2023-04-17,0.9194500522099022,0.9786412633554575,1.040075654594954
2023-04-18,0.9042988531720567,0.9615557337521562,1.0212680043547726
2023-04-19,0.903949539631845,0.9612862396394133,1.0208686835024114
2023-04-20,0.9024335820908733,0.9603124204499688,1.0201563591059069
2023-04-21,0.8998698036987263,0.9573864078104017,1.0178208712721326
2023-04-22,0.8975904310917256,0.9557033908858268,1.0160163621724076
2023-04-23,0.8955914636204034,0.9538291141820077,1.0144333828407732
2023-04-24,0.8957570898520201,0.9542611582612682,1.0153730563760952
2023-04-25,0.8975093701328032,0.9558933381798769,1.0166069590305944
2023-04-26,0.8983390147387571,0.9571456044250135,1.0182884634239187
2023-04-27,0.901491198455537,0.9605691518526274,1.022130594926237
2023-04-28,0.9066341818096066,0.9664846339780027,1.0286796360688313
2023-04-29,0.9148722660231675,0.9749027309321445,1.037526280314747
2023-04-30,0.924107210496264,0.9846930975615471,1.0477381220802373
2023-05-01,0.9327483410799995,0.9941378404821533,1.05809228926822
2023-05-02,0.9481221214078139,1.0094717528786434,1.0735140652430215
2023-05-03,0.9482816656546602,1.009346244786126,1.0730351898193389
2023-05-04,0.9482759898452449,1.0092712841803146,1.0729352453967116
2023-05-05,0.9465497565078106,1.0075573822882795,1.0713358138736064
2023-05-06,0.9460445262836454,1.0070031816269138,1.0702887927014835
2023-05-07,0.944449261670735,1.0054961024600768,1.0690513513685946
